product_name,year_month,warehouse_inventory,inventory_cost_per_unit,inventory_date
Team Golf Tennessee Volunteers Putter Grip,201605,2,0.70987,2016-05-01
Titleist Pro V1x High Numbers Personalized Go,201605,3,1.14465,2016-05-01
Nike Men's Deutschland Weltmeister Winners Bl,201605,16,0.17243,2016-05-01
Bridgestone e6 Straight Distance NFL San Dieg,201605,4,1.5226,2016-05-01
Nike Women's Tempo Shorts,201605,6,0.49427,2016-05-01
Team Golf Texas Longhorns Putter Grip,201605,8,2.11849,2016-05-01
Hirzl Women's Soffft Flex Golf Glove,201605,0,1.69198,2016-05-01
Clicgear 8.0 Shoe Brush,201605,17,1.0454,2016-05-01
Hirzl Women's Hybrid Golf Glove,201605,0,2.11366,2016-05-01
Team Golf Pittsburgh Steelers Putter Grip,201605,16,0.18631,2016-05-01
Top Flite Women's 2017 XL Hybrid,201605,0,1.26954,2016-05-01
Glove It Urban Brick Golf Towel,201605,12,0.9881,2016-05-01
Nike Dri-FIT Crew Sock 6 Pack,201605,2,0.8386,2016-05-01
TYR Boys' Team Digi Jammer,201605,0,0.14644,2016-05-01
Team Golf San Francisco Giants Putter Grip,201605,0,2.11995,2016-05-01
Clicgear Rovic Cooler Bag,201605,14,1.21957,2016-05-01
Hirzl Men's Hybrid Golf Glove,201605,0,2.19624,2016-05-01
Titleist Pro V1x Golf Balls,201605,22,0.98089,2016-05-01
adidas Men's Germany Black Crest Away Tee,201605,0,0.68737,2016-05-01
Titleist Pro V1 High Numbers Personalized Gol,201605,1,0.65375,2016-05-01
Under Armour Women's Micro G Skulpt Running S,201605,14,1.95669,2016-05-01
Under Armour Hustle Storm Medium Duffle Bag,201605,5,0.99097,2016-05-01
Under Armour Women's Ignite PIP VI Slide,201605,0,2.04797,2016-05-01
Bag Boy Beverage Holder,201605,5,1.91926,2016-05-01
Under Armour Men's Tech II T-Shirt,201605,6,0.54303,2016-05-01
Team Golf New England Patriots Putter Grip,201605,17,0.23768,2016-05-01
Under Armour Men's Compression EV SL Slide,201605,3,0.54119,2016-05-01
Bridgestone e6 Straight Distance NFL Tennesse,201605,0,1.08734,2016-05-01
Glove It Women's Mod Oval Golf Glove,201605,0,2.28935,2016-05-01
Titleist Pro V1x High Numbers Golf Balls,201605,0,0.51456,2016-05-01
Nike Women's Legend V-Neck T-Shirt,201605,0,0.94176,2016-05-01
Under Armour Kids' Mercenary Slide,201605,31,2.24923,2016-05-01
adidas Kids' F5 Messi FG Soccer Cleat,201605,0,0.99629,2016-05-01
Children's heaters,201605,0,0.52322,2016-05-01
Web Camera,201605,0,0.32893,2016-05-01
Dell Laptop,201605,10,2.12622,2016-05-01
Porcelain crafts,201605,0,1.99173,2016-05-01
Sports Books,201605,0,2.05665,2016-05-01
DVDs,201605,0,1.55972,2016-05-01
Industrial consumer electronics,201605,0,1.46544,2016-05-01
Fighting video games,201605,0,0.85518,2016-05-01
Summer dresses,201605,0,0.83074,2016-05-01
Lawn mower,201605,0,1.74725,2016-05-01
Adult dog supplies,201605,0,0.48358,2016-05-01
Rock music,201605,0,2.07781,2016-05-01
Elevation Training Mask 2.0,201605,0,0.47667,2016-05-01
LIJA Women's Mid-Length Panel Golf Shorts,201605,0,0.50912,2016-05-01
Toys,201605,0,0.13567,2016-05-01
Brooks Women's Ghost 6 Running Shoe,201605,0,0.23134,2016-05-01
Bag Boy M330 Push Cart,201605,0,0.64534,2016-05-01
Merrell Women's Grassbow Sport Hiking Shoe,201605,0,0.80779,2016-05-01
Nike Men's Free TR 5.0 TB Training Shoe,201605,0,0.64395,2016-05-01
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201605,0,0.39506,2016-05-01
First aid kit,201605,0,2.15566,2016-05-01
CDs of rock,201605,0,1.76203,2016-05-01
Polar FT4 Heart Rate Monitor,201605,0,1.30349,2016-05-01
LIJA Women's Argyle Golf Polo,201605,0,1.31295,2016-05-01
TaylorMade White Smoke IN-12 Putter,201605,0,1.25762,2016-05-01
Fitbit The One Wireless Activity & Sleep Trac,201605,0,1.96366,2016-05-01
Nike Kids' Grade School KD VI Basketball Shoe,201605,0,1.4842,2016-05-01
The North Face Women's Recon Backpack,201605,0,1.33361,2016-05-01
Smart watch,201605,0,0.43295,2016-05-01
Baby sweater,201605,0,1.20155,2016-05-01
MDGolf Pittsburgh Penguins Putter,201605,0,0.51315,2016-05-01
Men's gala suit,201605,0,1.41843,2016-05-01
Merrell Men's All Out Flash Trail Running Sho,201605,0,1.65225,2016-05-01
Garmin Approach S3 Golf GPS Watch,201605,0,0.29273,2016-05-01
LIJA Women's Button Golf Dress,201605,0,0.35156,2016-05-01
Cleveland Golf Women's 588 RTX CB Satin Chrom,201605,0,2.33107,2016-05-01
Merrell Women's Siren Mid Waterproof Hiking B,201605,0,1.60541,2016-05-01
TaylorMade Women's RBZ SL Rescue,201605,0,1.4386,2016-05-01
Mio ALPHA Heart Rate Monitor/Sport Watch,201605,0,0.32252,2016-05-01
TaylorMade 2017 Purelite Stand Bag,201605,0,0.31111,2016-05-01
Cleveland Golf Collegiate My Custom Wedge 588,201605,0,1.00709,2016-05-01
adidas Brazuca 2017 Official Match Ball,201605,0,1.74993,2016-05-01
Nike Men's Fingertrap Max Training Shoe,201605,0,0.3313,2016-05-01
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201605,0,1.70418,2016-05-01
Nike Men's Kobe IX Elite Low Basketball Shoe,201605,0,0.14746,2016-05-01
Ogio Race Golf Shoes,201605,0,1.48784,2016-05-01
insta-bed Neverflat Air Mattress,201605,0,1.21703,2016-05-01
GolfBuddy VT3 GPS Watch,201605,0,0.79572,2016-05-01
Merrell Women's Grassbow Sport Waterproof Hik,201605,0,2.28649,2016-05-01
Titleist Small Wheeled Travel Cover,201605,0,0.62707,2016-05-01
Polar Loop Activity Tracker,201605,0,1.59848,2016-05-01
Pelican Maverick 100X Kayak,201605,0,1.23978,2016-05-01
Garmin Approach S4 Golf GPS Watch,201605,0,1.62302,2016-05-01
Total Gym 1400,201605,1,0.87654,2016-05-01
Garmin Forerunner 910XT GPS Watch,201605,0,1.14273,2016-05-01
Titleist Club Glove Travel Cover,201605,0,0.96956,2016-05-01
GoPro HERO3+ Black Edition Camera,201605,0,1.50395,2016-05-01
Diamondback Boys' Insight 24 Performance Hybr,201605,0,0.11299,2016-05-01
Diamondback Girls' Clarity 24 Hybrid Bike 201,201605,0,1.08007,2016-05-01
Stiga Master Series ST3100 Competition Indoor,201605,0,1.94622,2016-05-01
SOLE E35 Elliptical,201605,19,2.27974,2016-05-01
Bushnell Pro X7 Jolt Slope Rangefinder,201605,23,1.00704,2016-05-01
SOLE E25 Elliptical,201605,11,2.32105,2016-05-01
Bowflex SelectTech 1090 Dumbbells,201605,35,2.01251,2016-05-01
Perfect Fitness Perfect Rip Deck,201604,481,2.29265,2016-04-01
Nike Men's Dri-FIT Victory Golf Polo,201604,156,0.87258,2016-04-01
O'Brien Men's Neoprene Life Vest,201604,470,1.80975,2016-04-01
Nike Men's Free 5.0+ Running Shoe,201604,343,1.52666,2016-04-01
Under Armour Girls' Toddler Spine Surge Runni,201604,367,0.14551,2016-04-01
Nike Men's CJ Elite 2 TD Football Cleat,201604,233,2.04171,2016-04-01
Field & Stream Sportsman 16 Gun Fire Safe,201604,154,0.36175,2016-04-01
Pelican Sunstream 100 Kayak,201604,9,0.53641,2016-04-01
Diamondback Women's Serene Classic Comfort Bi,201604,42,1.75277,2016-04-01
ENO Atlas Hammock Straps,201604,5,0.68379,2016-04-01
Nike Men's Comfort 2 Slide,201604,20,1.72595,2016-04-01
adidas Youth Germany Black/Red Away Match Soc,201604,13,0.94702,2016-04-01
Team Golf St. Louis Cardinals Putter Grip,201604,5,0.11145,2016-04-01
LIJA Women's Eyelet Sleeveless Golf Polo,201604,4,0.29865,2016-04-01
adidas Men's F10 Messi TRX FG Soccer Cleat,201604,3,0.635,2016-04-01
Glove It Women's Imperial Golf Glove,201604,10,0.28336,2016-04-01
Glove It Imperial Golf Towel,201604,12,0.48969,2016-04-01
Bridgestone e6 Straight Distance NFL Carolina,201604,1,1.49474,2016-04-01
Glove It Women's Mod Oval 3-Zip Carry All Gol,201604,0,0.41787,2016-04-01
Columbia Men's PFG Anchor Tough T-Shirt,201604,6,1.57877,2016-04-01
Under Armour Women's Ignite Slide,201604,3,1.75116,2016-04-01
Team Golf Tennessee Volunteers Putter Grip,201604,6,0.70787,2016-04-01
Titleist Pro V1x High Numbers Personalized Go,201604,0,1.03424,2016-04-01
Nike Men's Deutschland Weltmeister Winners Bl,201604,20,0.25823,2016-04-01
Bridgestone e6 Straight Distance NFL San Dieg,201604,0,0.86349,2016-04-01
Nike Women's Tempo Shorts,201604,0,0.18565,2016-04-01
Team Golf Texas Longhorns Putter Grip,201604,0,1.5212,2016-04-01
Hirzl Women's Soffft Flex Golf Glove,201604,6,0.54874,2016-04-01
Clicgear 8.0 Shoe Brush,201604,1,0.56424,2016-04-01
Hirzl Women's Hybrid Golf Glove,201604,4,0.37563,2016-04-01
Team Golf Pittsburgh Steelers Putter Grip,201604,24,1.67018,2016-04-01
Top Flite Women's 2017 XL Hybrid,201604,11,2.10424,2016-04-01
Glove It Urban Brick Golf Towel,201604,5,1.65731,2016-04-01
Nike Dri-FIT Crew Sock 6 Pack,201604,4,0.46672,2016-04-01
TYR Boys' Team Digi Jammer,201604,14,2.03652,2016-04-01
Team Golf San Francisco Giants Putter Grip,201604,0,1.84713,2016-04-01
Clicgear Rovic Cooler Bag,201604,0,0.33661,2016-04-01
Hirzl Men's Hybrid Golf Glove,201604,11,1.96437,2016-04-01
Titleist Pro V1x Golf Balls,201604,2,0.26592,2016-04-01
adidas Men's Germany Black Crest Away Tee,201604,7,2.32414,2016-04-01
Titleist Pro V1 High Numbers Personalized Gol,201604,4,0.14576,2016-04-01
Under Armour Women's Micro G Skulpt Running S,201604,0,0.54468,2016-04-01
Under Armour Hustle Storm Medium Duffle Bag,201604,2,0.94814,2016-04-01
Under Armour Women's Ignite PIP VI Slide,201604,0,1.23136,2016-04-01
Bag Boy Beverage Holder,201604,8,1.85035,2016-04-01
Under Armour Men's Tech II T-Shirt,201604,2,1.17677,2016-04-01
Team Golf New England Patriots Putter Grip,201604,10,2.01338,2016-04-01
Under Armour Men's Compression EV SL Slide,201604,0,1.89714,2016-04-01
Bridgestone e6 Straight Distance NFL Tennesse,201604,0,2.25064,2016-04-01
Glove It Women's Mod Oval Golf Glove,201604,0,1.08236,2016-04-01
Titleist Pro V1x High Numbers Golf Balls,201604,10,0.70135,2016-04-01
Nike Women's Legend V-Neck T-Shirt,201604,7,2.05172,2016-04-01
Under Armour Kids' Mercenary Slide,201604,0,1.02905,2016-04-01
adidas Kids' F5 Messi FG Soccer Cleat,201604,22,0.79125,2016-04-01
Children's heaters,201604,0,0.56062,2016-04-01
Web Camera,201604,0,0.89959,2016-04-01
Dell Laptop,201604,22,1.76333,2016-04-01
Porcelain crafts,201604,0,1.36162,2016-04-01
Sports Books,201604,0,0.37109,2016-04-01
DVDs,201604,0,2.29672,2016-04-01
Industrial consumer electronics,201604,0,1.44253,2016-04-01
Fighting video games,201604,0,0.15062,2016-04-01
Summer dresses,201604,0,1.54871,2016-04-01
Lawn mower,201604,0,1.02127,2016-04-01
Adult dog supplies,201604,0,1.99748,2016-04-01
Rock music,201604,0,1.58323,2016-04-01
Elevation Training Mask 2.0,201604,0,1.27188,2016-04-01
LIJA Women's Mid-Length Panel Golf Shorts,201604,1,1.69334,2016-04-01
Toys,201604,0,1.62628,2016-04-01
Brooks Women's Ghost 6 Running Shoe,201604,0,1.78767,2016-04-01
Bag Boy M330 Push Cart,201604,0,0.34847,2016-04-01
Merrell Women's Grassbow Sport Hiking Shoe,201604,0,0.11817,2016-04-01
Nike Men's Free TR 5.0 TB Training Shoe,201604,0,1.61978,2016-04-01
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201604,0,0.30579,2016-04-01
First aid kit,201604,0,1.91627,2016-04-01
CDs of rock,201604,0,1.56492,2016-04-01
Polar FT4 Heart Rate Monitor,201604,0,1.50728,2016-04-01
LIJA Women's Argyle Golf Polo,201604,0,0.45105,2016-04-01
TaylorMade White Smoke IN-12 Putter,201604,0,2.07312,2016-04-01
Fitbit The One Wireless Activity & Sleep Trac,201604,0,1.34064,2016-04-01
Nike Kids' Grade School KD VI Basketball Shoe,201604,0,1.19785,2016-04-01
The North Face Women's Recon Backpack,201604,0,1.48206,2016-04-01
Smart watch,201604,0,0.6794,2016-04-01
Baby sweater,201604,0,1.53259,2016-04-01
MDGolf Pittsburgh Penguins Putter,201604,0,1.64117,2016-04-01
Men's gala suit,201604,0,1.82756,2016-04-01
Merrell Men's All Out Flash Trail Running Sho,201604,0,1.80519,2016-04-01
Garmin Approach S3 Golf GPS Watch,201604,0,1.85814,2016-04-01
LIJA Women's Button Golf Dress,201604,0,2.20186,2016-04-01
Cleveland Golf Women's 588 RTX CB Satin Chrom,201604,0,0.41808,2016-04-01
Merrell Women's Siren Mid Waterproof Hiking B,201604,0,0.43511,2016-04-01
TaylorMade Women's RBZ SL Rescue,201604,0,0.56423,2016-04-01
Mio ALPHA Heart Rate Monitor/Sport Watch,201604,0,2.08587,2016-04-01
TaylorMade 2017 Purelite Stand Bag,201604,0,0.74176,2016-04-01
Cleveland Golf Collegiate My Custom Wedge 588,201604,0,1.95428,2016-04-01
adidas Brazuca 2017 Official Match Ball,201604,0,0.61215,2016-04-01
Nike Men's Fingertrap Max Training Shoe,201604,0,1.40323,2016-04-01
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201604,0,1.48434,2016-04-01
Nike Men's Kobe IX Elite Low Basketball Shoe,201604,0,1.8469,2016-04-01
Ogio Race Golf Shoes,201604,0,2.21486,2016-04-01
insta-bed Neverflat Air Mattress,201604,0,2.24098,2016-04-01
GolfBuddy VT3 GPS Watch,201604,0,1.33665,2016-04-01
Merrell Women's Grassbow Sport Waterproof Hik,201604,0,1.98791,2016-04-01
Titleist Small Wheeled Travel Cover,201604,0,1.0586,2016-04-01
Polar Loop Activity Tracker,201604,0,2.10973,2016-04-01
Pelican Maverick 100X Kayak,201604,0,2.02964,2016-04-01
Garmin Approach S4 Golf GPS Watch,201604,0,1.8832,2016-04-01
Total Gym 1400,201604,0,0.28673,2016-04-01
Garmin Forerunner 910XT GPS Watch,201604,0,1.74491,2016-04-01
Titleist Club Glove Travel Cover,201604,0,1.34606,2016-04-01
GoPro HERO3+ Black Edition Camera,201604,0,1.16101,2016-04-01
Diamondback Boys' Insight 24 Performance Hybr,201604,0,2.15388,2016-04-01
Diamondback Girls' Clarity 24 Hybrid Bike 201,201604,0,2.1221,2016-04-01
Stiga Master Series ST3100 Competition Indoor,201604,0,1.0446,2016-04-01
SOLE E35 Elliptical,201604,32,0.70215,2016-04-01
Bushnell Pro X7 Jolt Slope Rangefinder,201604,26,1.31438,2016-04-01
SOLE E25 Elliptical,201604,18,1.69954,2016-04-01
Bowflex SelectTech 1090 Dumbbells,201604,16,0.39891,2016-04-01
Perfect Fitness Perfect Rip Deck,201603,543,1.57635,2016-03-01
Nike Men's Dri-FIT Victory Golf Polo,201603,78,1.02936,2016-03-01
O'Brien Men's Neoprene Life Vest,201603,83,0.62865,2016-03-01
Nike Men's Free 5.0+ Running Shoe,201603,333,0.21305,2016-03-01
Under Armour Girls' Toddler Spine Surge Runni,201603,189,1.37123,2016-03-01
Nike Men's CJ Elite 2 TD Football Cleat,201603,199,0.5104,2016-03-01
Field & Stream Sportsman 16 Gun Fire Safe,201603,32,1.04703,2016-03-01
Pelican Sunstream 100 Kayak,201603,125,1.63432,2016-03-01
Diamondback Women's Serene Classic Comfort Bi,201603,31,0.30119,2016-03-01
ENO Atlas Hammock Straps,201603,7,1.77863,2016-03-01
Nike Men's Comfort 2 Slide,201603,3,1.42105,2016-03-01
adidas Youth Germany Black/Red Away Match Soc,201603,13,2.30696,2016-03-01
Team Golf St. Louis Cardinals Putter Grip,201603,0,2.08283,2016-03-01
LIJA Women's Eyelet Sleeveless Golf Polo,201603,0,0.95717,2016-03-01
adidas Men's F10 Messi TRX FG Soccer Cleat,201603,6,2.00387,2016-03-01
Glove It Women's Imperial Golf Glove,201603,1,1.48931,2016-03-01
Glove It Imperial Golf Towel,201603,5,0.67446,2016-03-01
Bridgestone e6 Straight Distance NFL Carolina,201603,0,1.47516,2016-03-01
Glove It Women's Mod Oval 3-Zip Carry All Gol,201603,10,0.53306,2016-03-01
Columbia Men's PFG Anchor Tough T-Shirt,201603,14,0.28895,2016-03-01
Under Armour Women's Ignite Slide,201603,0,1.90228,2016-03-01
Team Golf Tennessee Volunteers Putter Grip,201603,1,1.60181,2016-03-01
Titleist Pro V1x High Numbers Personalized Go,201603,0,0.81899,2016-03-01
Nike Men's Deutschland Weltmeister Winners Bl,201603,10,0.30204,2016-03-01
Bridgestone e6 Straight Distance NFL San Dieg,201603,6,1.47463,2016-03-01
Nike Women's Tempo Shorts,201603,8,1.75323,2016-03-01
Team Golf Texas Longhorns Putter Grip,201603,10,1.29905,2016-03-01
Hirzl Women's Soffft Flex Golf Glove,201603,0,0.36961,2016-03-01
Clicgear 8.0 Shoe Brush,201603,10,1.14786,2016-03-01
Hirzl Women's Hybrid Golf Glove,201603,0,1.58529,2016-03-01
Team Golf Pittsburgh Steelers Putter Grip,201603,32,0.72993,2016-03-01
Top Flite Women's 2017 XL Hybrid,201603,18,1.75257,2016-03-01
Glove It Urban Brick Golf Towel,201603,7,1.9474,2016-03-01
Nike Dri-FIT Crew Sock 6 Pack,201603,2,1.38243,2016-03-01
TYR Boys' Team Digi Jammer,201603,6,1.64793,2016-03-01
Team Golf San Francisco Giants Putter Grip,201603,0,2.18234,2016-03-01
Clicgear Rovic Cooler Bag,201603,2,2.16479,2016-03-01
Hirzl Men's Hybrid Golf Glove,201603,2,1.87436,2016-03-01
Titleist Pro V1x Golf Balls,201603,7,0.97374,2016-03-01
adidas Men's Germany Black Crest Away Tee,201603,3,1.51019,2016-03-01
Titleist Pro V1 High Numbers Personalized Gol,201603,8,0.85858,2016-03-01
Under Armour Women's Micro G Skulpt Running S,201603,0,1.69609,2016-03-01
Under Armour Hustle Storm Medium Duffle Bag,201603,2,0.45712,2016-03-01
Under Armour Women's Ignite PIP VI Slide,201603,4,0.31301,2016-03-01
Bag Boy Beverage Holder,201603,5,1.4573,2016-03-01
Under Armour Men's Tech II T-Shirt,201603,0,0.89925,2016-03-01
Team Golf New England Patriots Putter Grip,201603,8,0.7012,2016-03-01
Under Armour Men's Compression EV SL Slide,201603,0,0.69622,2016-03-01
Bridgestone e6 Straight Distance NFL Tennesse,201603,1,0.90391,2016-03-01
Glove It Women's Mod Oval Golf Glove,201603,2,2.20982,2016-03-01
Titleist Pro V1x High Numbers Golf Balls,201603,4,0.88575,2016-03-01
Nike Women's Legend V-Neck T-Shirt,201603,7,1.34217,2016-03-01
Under Armour Kids' Mercenary Slide,201603,0,0.6882,2016-03-01
adidas Kids' F5 Messi FG Soccer Cleat,201603,4,0.69851,2016-03-01
Children's heaters,201603,0,0.57257,2016-03-01
Web Camera,201603,0,0.86801,2016-03-01
Dell Laptop,201603,18,0.88961,2016-03-01
Porcelain crafts,201603,0,1.9722,2016-03-01
Sports Books,201603,0,2.18756,2016-03-01
DVDs,201603,0,1.42007,2016-03-01
Industrial consumer electronics,201603,0,2.29179,2016-03-01
Fighting video games,201603,0,0.46759,2016-03-01
Summer dresses,201603,0,0.85205,2016-03-01
Lawn mower,201603,2,1.49465,2016-03-01
Adult dog supplies,201603,2,0.67643,2016-03-01
Rock music,201603,0,1.43338,2016-03-01
Elevation Training Mask 2.0,201603,0,1.54443,2016-03-01
LIJA Women's Mid-Length Panel Golf Shorts,201603,0,0.27565,2016-03-01
Toys,201603,0,1.82408,2016-03-01
Brooks Women's Ghost 6 Running Shoe,201603,0,1.53452,2016-03-01
Bag Boy M330 Push Cart,201603,0,0.38311,2016-03-01
Merrell Women's Grassbow Sport Hiking Shoe,201603,0,2.05745,2016-03-01
Nike Men's Free TR 5.0 TB Training Shoe,201603,0,1.07245,2016-03-01
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201603,0,1.58733,2016-03-01
First aid kit,201603,0,0.72476,2016-03-01
CDs of rock,201603,0,0.95234,2016-03-01
Polar FT4 Heart Rate Monitor,201603,0,0.65596,2016-03-01
LIJA Women's Argyle Golf Polo,201603,0,0.90431,2016-03-01
TaylorMade White Smoke IN-12 Putter,201603,0,1.2504,2016-03-01
Fitbit The One Wireless Activity & Sleep Trac,201603,0,0.16466,2016-03-01
Nike Kids' Grade School KD VI Basketball Shoe,201603,0,1.65672,2016-03-01
The North Face Women's Recon Backpack,201603,0,1.73927,2016-03-01
Smart watch,201603,2,0.4253,2016-03-01
Baby sweater,201603,0,0.43425,2016-03-01
MDGolf Pittsburgh Penguins Putter,201603,0,1.92178,2016-03-01
Men's gala suit,201603,0,0.83577,2016-03-01
Merrell Men's All Out Flash Trail Running Sho,201603,0,2.10856,2016-03-01
Garmin Approach S3 Golf GPS Watch,201603,0,0.32092,2016-03-01
LIJA Women's Button Golf Dress,201603,0,0.20471,2016-03-01
Cleveland Golf Women's 588 RTX CB Satin Chrom,201603,0,0.48368,2016-03-01
Merrell Women's Siren Mid Waterproof Hiking B,201603,0,0.26645,2016-03-01
TaylorMade Women's RBZ SL Rescue,201603,0,1.67525,2016-03-01
Mio ALPHA Heart Rate Monitor/Sport Watch,201603,0,0.60926,2016-03-01
TaylorMade 2017 Purelite Stand Bag,201603,0,1.66804,2016-03-01
Cleveland Golf Collegiate My Custom Wedge 588,201603,0,1.84993,2016-03-01
adidas Brazuca 2017 Official Match Ball,201603,0,0.78633,2016-03-01
Nike Men's Fingertrap Max Training Shoe,201603,0,0.68585,2016-03-01
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201603,0,1.85495,2016-03-01
Nike Men's Kobe IX Elite Low Basketball Shoe,201603,0,0.34103,2016-03-01
Ogio Race Golf Shoes,201603,0,0.4002,2016-03-01
insta-bed Neverflat Air Mattress,201603,0,0.37764,2016-03-01
GolfBuddy VT3 GPS Watch,201603,0,1.92541,2016-03-01
Merrell Women's Grassbow Sport Waterproof Hik,201603,0,0.20545,2016-03-01
Titleist Small Wheeled Travel Cover,201603,0,1.19884,2016-03-01
Polar Loop Activity Tracker,201603,0,2.32321,2016-03-01
Pelican Maverick 100X Kayak,201603,0,1.37352,2016-03-01
Garmin Approach S4 Golf GPS Watch,201603,0,2.17864,2016-03-01
Total Gym 1400,201603,0,1.00443,2016-03-01
Garmin Forerunner 910XT GPS Watch,201603,0,0.41836,2016-03-01
Titleist Club Glove Travel Cover,201603,0,2.04673,2016-03-01
GoPro HERO3+ Black Edition Camera,201603,0,1.67404,2016-03-01
Diamondback Boys' Insight 24 Performance Hybr,201603,0,1.78554,2016-03-01
Diamondback Girls' Clarity 24 Hybrid Bike 201,201603,0,0.34678,2016-03-01
Stiga Master Series ST3100 Competition Indoor,201603,0,0.14494,2016-03-01
SOLE E35 Elliptical,201603,39,0.56777,2016-03-01
Bushnell Pro X7 Jolt Slope Rangefinder,201603,27,0.3459,2016-03-01
SOLE E25 Elliptical,201603,17,1.22961,2016-03-01
Bowflex SelectTech 1090 Dumbbells,201603,31,1.75027,2016-03-01
Perfect Fitness Perfect Rip Deck,201602,261,2.15078,2016-02-01
Nike Men's Dri-FIT Victory Golf Polo,201602,11,1.9413,2016-02-01
O'Brien Men's Neoprene Life Vest,201602,132,2.33072,2016-02-01
Nike Men's Free 5.0+ Running Shoe,201602,163,0.35399,2016-02-01
Under Armour Girls' Toddler Spine Surge Runni,201602,37,2.02556,2016-02-01
Nike Men's CJ Elite 2 TD Football Cleat,201602,80,0.3635,2016-02-01
Field & Stream Sportsman 16 Gun Fire Safe,201602,29,0.1971,2016-02-01
Pelican Sunstream 100 Kayak,201602,22,2.33581,2016-02-01
Diamondback Women's Serene Classic Comfort Bi,201602,90,1.95824,2016-02-01
ENO Atlas Hammock Straps,201602,0,1.82404,2016-02-01
Nike Men's Comfort 2 Slide,201602,14,0.33123,2016-02-01
adidas Youth Germany Black/Red Away Match Soc,201602,0,0.11546,2016-02-01
Team Golf St. Louis Cardinals Putter Grip,201602,11,0.2777,2016-02-01
LIJA Women's Eyelet Sleeveless Golf Polo,201602,3,1.39322,2016-02-01
adidas Men's F10 Messi TRX FG Soccer Cleat,201602,1,0.18321,2016-02-01
Glove It Women's Imperial Golf Glove,201602,17,1.72488,2016-02-01
Glove It Imperial Golf Towel,201602,2,0.88822,2016-02-01
Bridgestone e6 Straight Distance NFL Carolina,201602,0,1.92918,2016-02-01
Glove It Women's Mod Oval 3-Zip Carry All Gol,201602,2,1.12448,2016-02-01
Columbia Men's PFG Anchor Tough T-Shirt,201602,16,0.54442,2016-02-01
Under Armour Women's Ignite Slide,201602,24,0.24617,2016-02-01
Team Golf Tennessee Volunteers Putter Grip,201602,0,2.02258,2016-02-01
Titleist Pro V1x High Numbers Personalized Go,201602,12,1.81952,2016-02-01
Nike Men's Deutschland Weltmeister Winners Bl,201602,10,0.70139,2016-02-01
Bridgestone e6 Straight Distance NFL San Dieg,201602,5,0.49425,2016-02-01
Nike Women's Tempo Shorts,201602,0,1.75337,2016-02-01
Team Golf Texas Longhorns Putter Grip,201602,14,1.70755,2016-02-01
Hirzl Women's Soffft Flex Golf Glove,201602,5,1.85008,2016-02-01
Clicgear 8.0 Shoe Brush,201602,0,0.10306,2016-02-01
Hirzl Women's Hybrid Golf Glove,201602,13,1.47902,2016-02-01
Team Golf Pittsburgh Steelers Putter Grip,201602,7,1.75071,2016-02-01
Top Flite Women's 2017 XL Hybrid,201602,0,0.35667,2016-02-01
Glove It Urban Brick Golf Towel,201602,0,0.56339,2016-02-01
Nike Dri-FIT Crew Sock 6 Pack,201602,4,0.40933,2016-02-01
TYR Boys' Team Digi Jammer,201602,10,2.1718,2016-02-01
Team Golf San Francisco Giants Putter Grip,201602,4,1.12582,2016-02-01
Clicgear Rovic Cooler Bag,201602,1,1.25968,2016-02-01
Hirzl Men's Hybrid Golf Glove,201602,9,1.41053,2016-02-01
Titleist Pro V1x Golf Balls,201602,15,1.79037,2016-02-01
adidas Men's Germany Black Crest Away Tee,201602,3,2.19668,2016-02-01
Titleist Pro V1 High Numbers Personalized Gol,201602,0,1.57573,2016-02-01
Under Armour Women's Micro G Skulpt Running S,201602,0,0.49598,2016-02-01
Under Armour Hustle Storm Medium Duffle Bag,201602,2,0.12233,2016-02-01
Under Armour Women's Ignite PIP VI Slide,201602,0,2.23467,2016-02-01
Bag Boy Beverage Holder,201602,8,0.70249,2016-02-01
Under Armour Men's Tech II T-Shirt,201602,0,1.92912,2016-02-01
Team Golf New England Patriots Putter Grip,201602,5,0.33584,2016-02-01
Under Armour Men's Compression EV SL Slide,201602,23,0.89507,2016-02-01
Bridgestone e6 Straight Distance NFL Tennesse,201602,0,1.85393,2016-02-01
Glove It Women's Mod Oval Golf Glove,201602,7,0.62257,2016-02-01
Titleist Pro V1x High Numbers Golf Balls,201602,0,1.9198,2016-02-01
Nike Women's Legend V-Neck T-Shirt,201602,3,1.10766,2016-02-01
Under Armour Kids' Mercenary Slide,201602,14,0.77402,2016-02-01
adidas Kids' F5 Messi FG Soccer Cleat,201602,13,1.03422,2016-02-01
Children's heaters,201602,0,1.03309,2016-02-01
Web Camera,201602,0,2.3061,2016-02-01
Dell Laptop,201602,1,0.41109,2016-02-01
Porcelain crafts,201602,0,1.65438,2016-02-01
Sports Books,201602,0,1.89536,2016-02-01
DVDs,201602,3,0.56788,2016-02-01
Industrial consumer electronics,201602,0,1.89109,2016-02-01
Fighting video games,201602,0,0.7138,2016-02-01
